,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,
179,CL00308,Entoloma_sericeum,EntSer,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058229814,0.01,0,0,0,0,0.01,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.098236776,0,0,0.066777963,0,0,0.01,0,0,0,0,0.07,0,0,0,0,5.573244553
175,CL00125,Hyaloscypha_sp,Hya125,0,0,0,0,0,0,1.45,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.07,0,0,0,0,0,0,0,0,0,0,0,0.48,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63,0.4,0,0,0,0,0,0,5.57
178,CL00208,Discosia_artocreas,DicArt,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,1.64,0,0,0,0,0.18,0,0,0,0,0,0,1.88,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71,0,0,0,0,0,0,0,0,0,5.53
182,CL00253,Entorrhizomycota_sp,p_Ent253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.43,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110831234,0,0,0.333889816,0,0,0,0,0,0,0,4.6,0,0,0,0,5.524721051
207,CL00230,Mortierella_sp,Mor230,0,0,0.21,0,0,0.01,0,0.42,0,0.034322979,0.021526208,0.34,0,0.04,0,0,0,0.24,0.3,0.03,0,0,0,0,0,0.04,0,0.04,0,0,0,0.177830468,0,0.01,0,0,0,0.09,0,0,0,0,0.991501416,0.32,0,0.022688599,0,0,0,0,0.01,0.04,0,0.01,0.22,0,0,0,0,1.83,5.447869671
183,CL00126,Acephala_macrosclerotiorum,AceMac,0,0,0,0,0,0,0,0.17,0.48,0.205937875,0,0.03,0,0,0,0,0,0,3.11,0,0,0,0,0,0,0,0,0.2,0,0,1.22,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.435937875
180,CL00195,Rickenella_mellea,RicMel,0,0,0.08,0.1,0,0,0,0,0,0,0,0,0.21,0.35,0,0,0,0,0,0,0,0,1.91,0,0,0,0.01,0,0,0,0,0,0,0,0,0.02,0,0,0,0.21,0.92,0,0,0,0.181360202,0,0.02,0,0,0.01,1.26,0,0,0.12,0,0,0.03,0,0,0,5.431360202
185,CL00120,Podospora_sp,Pod120,0,0,0.01,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0.13,0.04,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,5.34
199,CL00165,Orbilia_bembicodes,OrbBem,0,0,0.01,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0.07,0.02,0,0,0,0.02,0,0,0,0,0,0,0,0.21,0.03,0.671803991,0,0,0.383043922,0,0,0,0,0,0.16,0,0.047214353,0,0.060453401,0,0.24,0,2.18,0.12,0,0,0,0,0.01,0.36,0.28,0.08,0.29,0,5.312515667
195,CL00250,Hyaloscypha_sp,Hya250,0,0,0.07,0.03,0.03,0.05,0,0,0,0,0,0,0.29,0,0.02,0,0.19,0,0,0,0,0,0.06,0,0,0.16,0.02,0,0,0.35,0,0,0.06,0.14,0.408580184,0,0,0.01,0,0,0.37,0.03,0,0,1.269521411,0.102098695,0.17,0.133555927,0,0.05,0.82,0.03,0.01,0,0.01,0.28,0.1,0,0,0,5.263756216
188,CL00176,Saitozyma_podzolica,SaiPod,0,0.167539267,0.29,0.12,0.04,0.28,0,0.07,0.02,0,0.021526208,0.26,0.02,0,0,0.04,0,0.11,0.05,0.55,0,0.01,0,0,0,0.08,0.02,0.09,0,0.14,0.06,0,0.04,0,0,0.03,0,0.21,0,0.01,0.08,0.22,0,0.27,0.070528967,0.056721497,0,0.20033389,0,0.05,0.12,0.48,0,0,0.03,0.09,0.21,0.37,0,0.28,5.25664983
187,CL00132,Helicoon_pluriseptatum,HelPlu,0,0,0,0,0,0,0.04,0,1.15,0.01716149,0,0,0.3,0,0,0,0,0,1.42,0,0,0,0,0,0.78,0.73,0.6,0,0,0,0,0,0,0,0,0,0.13,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19716149
198,CL00248,Ganoderma_applanatum,GanApp,0.14,0.701570681,0,0.02,0.09,0.38,0.02,0,0.01,0,0.010763104,0.06,0.01,0,0.01,0.03,0.07,0.04,0,0.02,0.349378882,0.01,0.28,0.107515321,0.04,0.01,0.07,0.02,0.04,0.02,1.75,0.335901996,0.03,0,0.102145046,0,0,0,0,0,0,0,0,0,0,0,0.1,0.033388982,0.06,0,0,0.02,0,0,0,0.01,0.01,0.06,0.1,0,5.170664011
190,CL00220,Clohesyomyces_sp,Clo220,0.75,0.439790576,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0.05,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0.25,0,0,0,0.614609572,0,0,0,0,0,0.25,0,0,0,0,0.03,1.22,0.04,0,0,5.154400148
194,CL00155,Orbiliales_sp,o_Orb155,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0.02,0,0,0,0,0,0.24,0,0,0.0302267,0,0,0.066777963,0,0.34,0,0.01,0,0,0.08,0.67,0,3.38,0,0.04,5.007004664
193,CL00174,Sordariales_sp,o_Sor174,0,0,0,0.02,0,0,0.03,0.15,0,0,0.05381552,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.06,0,0,0.28,1.34,1.19,0.45,0,0.08,0,0,0,0,0,0,0,0,0,0,0.03,0.38,0,0.13,0,0,0,0.02,4.99381552
201,CL00215,Alternaria_alternata,AltAlt,0.15,0,0.09,0.02,0.01,0.36,0,0,0,0,0,0,0.24,0,0.86,0.06,0.02,0.15,0,0.01,0.174689441,0.05,0.07,0.161272981,0,0,0,0.02,0.12,0.13,0,0.098794705,0.29,0.02,0,0,0,0,0,0,0.03,0,0.141643059,0.19,0.070528967,0.045377198,0.09,0.100166945,0.05,0.03,0.06,0.13,0,0.01,0,0.2,0,0.08,0.62,0.02,4.972473297
196,CL00115,Russula_sardonia,RusSar,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.89
203,CL00225,Penicillium_onobense,PenOno,0,0,0.02,0.02,0,0,0,0,0.04,0,0,0,0,0,0,0.01,0.17,1.26,0,0.25,0.116459627,0.01,0.03,0,0.01,0.06,0.03,0,0,0.08,0,0.138312586,0,0,0.051072523,0,0,0,0,0,0.03,0,0,0.17,0,0,0,0,0.37,0.06,0,0,0,0.02,0.11,1.67,0,0,0.07,0.02,4.815844737
202,CL00166,Hyaloscypha_sp,Hya166,0,0,0,0,0,0,0,0,4.34,0.360391282,0.032289312,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.812680594
215,CL00088,Leotiomycetes_sp,c_Leo088,0,0,0,0,0,0,0.2,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,3.13,0,0,0,0,0,0,4.33
204,CL00110,Phaeogalera_stagnina,PhaSta,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.02,0,0,0,0,0,0,0,0,0,0,4.26,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63
205,CL00117,Entoloma_bicoloripes,EntBic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54,0.02,0,0,0,0,0,0.02,0,0.02,0,0,4.6
227,CL00158,Hyaloscypha_sp,Hya158,0,0,0.83,0.13,0,0,0,0,0,0,0,0,1.68,0,0.02,0,0,0,0,0,0,0,0,0,0.48,0.02,0.3,0,0,0,0,0,0,0.07,0,0,0,0.11,0.11,0,0,0.03,0,0,0,0.034032898,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,3.954032898
230,CL00160,Onygenales_sp,o_Ony160,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.02,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,3.65,0,0,0,0.02,0.047214353,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,3.947214353
206,CL00168,Oehlia_sp,Oeh168,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0.38,0.02,0,0.07,0,0,0,4.58
211,CL00169,Hymenoscyphus_sp,Hym169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.03,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0.01,0.01,0.03,0,0.01,0,0,0,0,0,0.21,0,0.09,0,0,0,0,0,3.71,0,0.02,4.38
222,CL00177,Variocladium_giganteum,VarGig177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96,0.02,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16
210,CL00180,Mortierella_sp,Mor180,0,0.041884817,0.23,0.03,0.01,0.32,0,0,0,0,0,0.01,0,0.02,0.01,0.21,0.04,0.79,0,0.28,0,0.02,0,0,0,0,0,0,0,0.06,0,0,0,0.02,0,0,0,0,0,0,0.05,0.19,0,0,0,0.034032898,0,0,0.23,0.07,0,0.09,0,0,0,0.27,0.06,1.32,0,0,4.405917715
235,CL00181,Talaromyces_cinnabarinus,TalCin,0.04,0,0,0.46,0.54,0,0.19,0,0,0,0.096867937,0.24,0,0,0,0,0.01,0,0,0,0,0,0,0,0.94,0.52,0,0,0,0,0,0.019758941,0,0,0,0,0,0,0.26,0.09,0.06,0,0,0,0,0.056721497,0.11,0,0,0,0.02,0,0.05,0.01,0,0,0,0,0,0,3.713348375
250,CL00182,Pezoloma_ciliiferum,PezCil,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.03,0.03,0,0.11,0,0.04,0,0,0,0,1.78,0.08,0,0,0,0,0,0,0.34,0.02,0,0,0,0,0,0,0.1,0.03,0,0,0,0,0,1.151919866,0,0,0.18,0.01,0.01,0,0,0,0,0,0,0,3.931919866
239,CL00186,Hymenotorrendiella_communis,f_Hel186,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.076608784,0,0,0,0,0,0.01,0,0,0,0,0,0.12,0,2.67,0.01,0,0.03,0,0,0,0,0.46,0.08,0.12,0,3.646608784
257,CL00187,Helotiales_sp,o_Hel187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,1.76,0.24,0.13,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0,3.32
232,CL00188,Rhizopogon_roseolus,RhiRos,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85
267,CL00197,Phialocephala_bamuru,PhiBam,0,0,1.63,0.09,0,0,0,0,0.04,0.068645958,0.075341729,0,0,0,0,0,0.02,0.02,0.03,0,0,0,0,0,0.57,0.07,0.28,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011344299,0,0,0.17,0,0.04,0,0.07,0.01,0,0,0,0,0,0,3.245331987
246,CL00198,Meliniomyces_sp,Mel198,0,0,0,0,0,0,1.13,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49
226,CL00200,Collembolispora_sp,Col200,0.23,0.062827225,0,0,0,0.06,0,0,0,0,0,0,0.04,0,0.29,0.01,0,0.06,0,0.07,0.019409938,0.03,0.25,0,0,0,0,0,0.11,0.11,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133555927,0.01,0,0.01,1.21,0,0,0,0.06,0.01,0,0.01,0,4.09579309
231,CL00203,Lachnellula_sp,Lac203,0,0.010471204,0,0,0,3.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038819876,0.09,0,0.139769917,0,0,0,0,0,0.05,0,0.019758941,0,0,0,0,0,0,0,0,0,0,0,0.04,0.282115869,0,0,0.016694491,0,0,0,0,0,0,0,0,0,0,0,0,3.947630298
209,CL00204,Delicatula_sp,Del204,0,0,2.71,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,4.45
255,CL00205,Hyaloscypha_sp,Hya205,0,0,0.23,0,0,0,0,0,0,0,0,0,0.12,0.15,0,0,0,0.11,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39
304,CL00206,Loramycetaceae_sp,f_Lor206,0,0,0,0,0,0,2.25,0.03,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573009287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.013009287
238,CL00207,Glomeraceae_sp,f_Glo207,0,0,0.27,0.29,0,0,0.46,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0.48,1.09,0,0,0.01,0,0.01,0,0,0,0,0,0,0.12,0,0.14,0,0,0,0,0,0,0.07,3.65
237,CL00209,Suillus_bovinus,SuiBov,0,0,0,0,0,0,0.04,2.67,0.04,0.034322979,0.010763104,0.29,0,0,0,0,0,0.01,0,0.02,0,0,0,0,0,0,0.09,0.36,0,0,0,0,0,0,0,0.01,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.675086083
264,CL00210,Amphinema_sp,Amp210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26
236,CL00211,Hyaloscypha_sp,Hya211,0,0,0,0,0,0,0.07,0.01,0.38,0.566329157,0.010763104,0.04,0.07,0.01,0.02,0,0,0,0.41,0,0,0,0,0,0,0.11,0,0.02,0,0,0,0,1.43,0,0,0,0.08,0.01,0.35,0.28,0,0,0.094428706,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,3.971520968
213,CL00219,Hyaloscypha_sp,Hya219,0,0.104712042,0,0,0,0,0,0,0.07,0,0,0,0.78,0.06,0.07,0.02,0,0.1,0,0.05,0,0.01,0,0,0.01,0.26,0,0.01,0,0.01,0,0,0.34,0.46,0,0,0,0,0.02,0.01,0.05,0,0,0,0,1.905842314,0,0,0,0,0.12,0.06,0,0,0,0,0,0.05,0,0,4.570554356
249,CL00221,Oidiodendron_tenuissimum,OidTen,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.04,0,0,0,0.06,0,0,0,0,3.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.06,0,0,0,0,0,3.48
266,CL00222,Galerina_tibiicystis,GalTib,0,0,0,0,0.12,0,0.14,0,0,0,0.043052416,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59,0.01,0,0,0,0,0,0,3.213052416
223,CL00224,Stagonospora_trichophoricola,StaTri,0.3,0.010471204,0.36,0,0,0,0,0,0.01,0,0,0,0,0,2.54,0,0.01,0.04,0,0,0,0.6,0.03,0,0,0,0,0,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0.01,0,0,0,0,0.1,0,0,0.06,0,4.130471204
271,CL00226,Rhizophydiaceae_sp,f_Rhi226,0,0,0.03,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.07,0.19,0.236071766,0.23,0,0.045377198,0,0,0,0.01,0.02,0.15,0,0,0,0,0.28,0,0.08,0.38,3.321448964
262,CL00227,Extremus_sp,Ext227,0.01,0.073298429,0,0,0,0.23,0,0,0,0,0,0,1,0.28,0,0.08,0,0,0,0.05,0,0.11,0,0.05375766,0,0,0,0,0,0.01,0,0,0.05,0.15,0,0,0,0,0,0,0.02,0.01,0,0.06,0,0,0,0.066777963,0.03,0.04,0.06,0.56,0.01,0,0,0.27,0,0.07,0,0,3.293834053
229,CL00229,Dimorphospora_sp,Dim229,0,0.083769634,0.07,0.2,0.07,0.12,0.05,0,0,0,0,0.01,0.01,0,0.01,0.13,0.07,0.02,0,0,0.058229814,0.09,0.56,0.043006128,0.01,0.04,0,0,0.03,0.06,0.24,0,0,0,0.306435138,0,0,0,0,0,0.02,0.18,0,0,0,0,0,0.033388982,0.65,0.04,0.08,0.09,0,0,0,0.3,0.38,0,0.08,0.03,4.164829695
283,CL00231,Mariannaea_sp,Mar231,0,0,0,0,0,1.06,0,0,0,0,0,0,0,0,0,0,0.03,0.01,0,0,0,0.06,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.070528967,0,0,0.016694491,0.16,0,0,0.24,0,0,0,0,0,1.25,0,0,2.977223458
200,CL00232,Suillus_sp,Sui232,0,0,0,0,0,0,0,4.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7
265,CL00235,Oidiodendron_sp,Oid235,0,0,0.15,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0.04,0.12,0,0,0,0,0,0,0,0,0,0,0.01,0.256866232,0,0,0,2.26,0.01,0.15,0,0,0,0,0,0.06,0.120906801,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,3.347773033
275,CL00236,Stagonospora_sp,Sta236,0.01,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0.06,0,0,0,0.038819876,0.29,0.15,0.225782174,0,0,0,0,0.01,0,0,0,0,0.02,0.17875383,0,0,0,0,0,0,0.04,0,0.05,0.010075567,0.056721497,0,0.116861436,0.01,0.11,0.17,0.06,0,0,0,0.13,0,0.03,0,0.02,3.25701438
282,CL00239,Dactylaria_dimorphospora,DacDim,1.12,0.020942408,0,0,0.02,0.39,0,0,0,0,0,0,0,0,0.02,0,0.02,0.02,0,0,0.077639752,0.07,0.03,0.05375766,0,0,0,0,0.18,0.09,0,0,0.24,0,0,0,0,0,0,0,0.04,0,0,0,0.020151134,0.022688599,0.02,0.20033389,0,0,0,0.07,0,0,0.04,0.19,0,0.13,0.03,0,3.115513443
252,CL00240,Trimmatostroma_sp,Tri240,0,0.010471204,0.18,0.53,0.12,0,0,0,0,0,0,0,0,0,0,0.09,0,0.04,0,0.07,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0.24,0.19,0,0,0.40302267,0.011344299,0,0,0,0,0,0,0,0.22,0.76,0,0.49,0,0,0.06,3.474838174
274,CL00242,Xenopolyscytalum_sp,Xen242,0,0,0,0,0,0,0,0,1.73,0.137291917,0.807232806,0,0.01,0.01,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.174524723
268,CL00243,Pyrenophora_biseptata,PyrBis,0,0,0,0.01,0.42,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.892857143,0.5,0,0,0,0,0,0,0.04,0.01,0,0,0.07,0,0,0,0,0,0,0,0.01,0.01,0.047214353,0.01,0.110831234,0,0.37,0,0.82,0.06,0,0,0,0.01,0,0,0,0,0,0.02,3.67090273
216,CL00244,Sordariales_sp,o_Sor244,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28
244,CL00245,Emericellopsis_donezkii,EmeDon,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0.213509317,0.48,0.72,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0.75,0,3.643509317
251,CL00246,Cadophora_luteo-olivacea,CadLut,0.56,0.104712042,0,0,0.01,0.15,0,0,0,0,0,0,0,0,0.01,0.05,0.02,0.09,0,0.08,0,0.02,0.09,0.150521449,0,0,0,0,0.12,0.03,0,0,0.37,0.07,0,0,0,0,0,0,0.11,0.05,0,0,0.231738035,0.124787294,0,0.61769616,0.03,0.02,0.07,0.32,0,0,0,0.03,0,0.01,0,0.21,3.749454981
281,CL00249,Penicillium_sp,Pen249,0.05,0,0,0,0,0.74,0,0,0.04,0,0,0,0.01,0.01,0,0.02,0.06,0.18,0,0,0,0.05,0,0,0,0,0,0.04,0,0.27,0,0,0,0.02,0,0.03,0.01,0.85,0,0.05,0,0,0,0.39,0,0,0,0.050083472,0,0,0,0.05,0,0,0,0,0,0.08,0,0.02,3.020083472
219,CL00251,Cyberlindnera_suaveolens,CybSua,0.21,0.795811518,0,0.04,0,0.06,0,0,0,0,0,0,0,0,0.03,0,0,2.2,0,0.2,0.36878882,0.03,0.03,0,0,0,0,0,0.19,0.01,0,0,0.02,0,0,0.05,0,0,0.07,0,0.01,0.02,0,0,0.020151134,0.022688599,0.02,0,0,0,0.01,0,0,0,0,0,0,0,0,0,4.407440071
273,CL00254,Rhizophydiaceae_sp,f_Rhi254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.094428706,0.01,0,0,0,0,0.96,0.03,0,0,0,0,0,0.51,0,0.27,0.2,1.09,3.174428706
263,CL00264,Mycena_sanguinolenta,MycSan,0,0,0,0,0,0,0,2.52,0,0,0.032289312,0,0.62,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.059276823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.291566135
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,CL00267,Tolypocladium_inflatum,TolInf,0.01,0.010471204,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.1,0,0,0,0.03,0.05,0.903128696,0,0.02,0,0.01,0.11,0,0,0,2.01,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050083472,0,0,0,0.02,0.02,0,0,0.21,0,0.06,0,0,3.653683372
241,CL00268,Cercophora_sp,Car268,0.19,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0.038819876,0.19,0.07,0,0,0,0,0,0.05,0,0.26,0.039517882,0,0,0.306435138,0,0,0,0,0,0,0,0,0,0.634760705,0,0.35,0,0.71,0,0,0,0,0,0,0,0.06,0,0.01,0,3.809533601
